Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-10-23,85.9,85.95,84.28,84.64,240033200,0.0,0
2009-10-26,84.73,85.6,83.49,83.72,242028200,0.0,0
2009-10-27,83.81,84.1,83.13,83.34,253266300,0.0,0
2009-10-28,83.13,83.38,81.72,81.76,248821400,0.0,0
2009-10-29,82.37,83.68,82.18,83.52,198110600,0.0,0
2009-10-30,83.24,83.49,81.0,81.1,325608100,0.0,0
2009-11-02,81.54,82.55,80.72,81.69,254222900,0.0,0
2009-11-03,81.24,82.07,81.08,81.95,228362600,0.0,0
2009-11-04,82.62,83.27,81.95,82.16,247996700,0.0,0
2009-11-05,82.74,83.7,82.57,83.67,180015300,0.0,0
2009-11-06,83.21,84.1,83.05,83.89,170954100,0.0,0
2009-11-09,84.53,85.85,84.47,85.8,159495700,0.0,0
2009-11-10,85.6,86.09,85.33,85.82,171899800,0.0,0
2009-11-11,86.38,86.78,85.84,86.26,169466200,0.0,0
2009-11-12,86.14,86.59,85.16,85.38,157144500,0.0,0
2009-11-13,85.6,86.21,85.16,85.84,150963000,0.0,0
2009-11-16,86.44,87.46,86.39,87.09,210922200,0.0,0
2009-11-17,86.86,87.23,86.53,87.19,147134100,0.0,0
2009-11-18,87.13,87.26,86.59,87.13,156486800,0.0,0
2009-11-19,86.54,87.17,85.46,86.0,208734600,0.0,0
2009-11-20,85.55,85.95,85.36,85.69,134196000,0.0,0
2009-11-23,86.7,87.5,86.61,86.78,148010200,0.0,0
2009-11-24,86.92,87.08,86.15,86.92,138420100,0.0,0
2009-11-25,87.06,87.31,86.78,87.22,109564800,0.0,0
2009-11-27,84.89,86.39,84.8,85.8,126001800,0.0,0
2009-11-30,85.73,86.3,84.67,86.09,160874800,0.0,0
2009-12-01,86.86,87.44,86.71,87.16,159613700,0.0,0
2009-12-02,87.14,87.71,86.86,87.12,132315100,0.0,0
2009-12-03,87.35,87.85,86.37,86.44,167324900,0.0,0
2009-12-04,87.58,88.0,86.17,86.93,274907800,0.0,0
2009-12-07,86.85,87.34,86.52,86.8,127973800,0.0,0
2009-12-08,86.17,86.74,85.57,85.83,169863700,0.0,0
2009-12-09,85.81,86.28,85.37,86.16,155063400,0.0,0
2009-12-10,86.69,87.02,86.49,86.64,138014600,0.0,0
2009-12-11,87.01,87.2,86.62,87.01,124854000,0.0,0
2009-12-14,87.6,87.71,87.02,87.6,107141500,0.0,0
2009-12-15,87.28,87.64,86.92,87.2,120408800,0.0,0
